代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
sz399933,中证医药,8298.952,77.213,0.939,8221.739,8195.695,8298.952,8177.552,931401700,25994069052
sz399934,中证金融,4788.499,31.658,0.666,4756.841,4747.3,4791.832,4743.715,6330940100,52590641230
sz399935,中证信息,3602.988,148.661,4.304,3454.327,3431.943,3602.988,3423.663,3913395500,95449810873
sz399959,军工指数,1240.999,29.593,2.443,1211.406,1204.036,1240.999,1202.1,513124451,11244348536
sz399965,800地产,2820.978,39.283,1.412,2781.695,2766.469,2820.978,2761.439,572868324,4594105572
sz399966,800非银,4794.756,62.812,1.327,4731.944,4727.999,4794.756,4725.795,2956964561,29681656595
sz399967,中证军工,9034.725,259.836,2.961,8774.889,8737.546,9034.725,8723.172,1359040014,23285731628
sz399970,移动互联,2618.684,116.471,4.655,2502.213,2489.3,2618.684,2483.956,6266695299,112007159387
sz399971,中证传媒,1125.453,43.229,3.994,1082.224,1077.519,1125.503,1073.571,3300382739,36630395907
sz399972,300深市,4009.066,75.07,1.908,3933.996,3920.017,4009.066,3916.067,4818914713,116790995674
sz399973,中证国防,1248.809,33.037,2.717,1215.772,1209.154,1248.809,1206.042,586050573,12245131522
sz399974,国企改革,1566.103,21.422,1.387,1544.681,1538.35,1566.103,1536.861,4735811385,83954652600
sz399975,证券公司,659.421,11.391,1.758,648.03,648.108,659.421,647.904,3304580433,29705084042
sz399976,CS新能车,2630.199,51.12,1.982,2579.079,2568.187,2630.199,2563.496,797253362,25524333545
sz399982,500等权,6603.167,127.643,1.971,6475.524,6452.583,6603.167,6432.82,13897175100,157201596730
sz399983,地产等权,2673.804,38.687,1.468,2635.117,2621.778,2675.794,2616.056,356126734,2567797938
sz399986,中证银行,5853.486,4.0,0.068,5849.486,5835.41,5895.154,5820.847,2672875823,17300554798
sz399987,中证酒,6564.131,10.326,0.158,6553.805,6516.179,6564.131,6490.537,240662946,13551548912
sz399989,中证医疗,7210.764,68.01,0.952,7142.754,7109.1,7210.764,7075.758,513661493,15103517985
sz399990,煤炭等权,3108.919,14.322,0.463,3094.597,3079.221,3120.542,3060.227,1030339377,9546955269
sz399991,一带一路,1889.427,28.619,1.538,1860.808,1852.989,1889.427,1850.125,4265692228,54145880779
sz399992,CSWD并购,1459.589,30.966,2.168,1428.623,1420.292,1459.589,1414.09,1367930509,15270385299
sz399993,CSWD生科,2657.683,43.264,1.655,2614.419,2602.348,2657.683,2594.074,638653400,17885286479
sz399994,信息安全,1394.605,78.942,6.0,1315.663,1308.086,1394.605,1304.016,2768396286,43820058250
sz399995,基建工程,3570.382,38.953,1.103,3531.429,3518.759,3570.382,3512.368,1618916277,9967025543
sz399996,智能家居,2475.168,81.897,3.422,2393.271,2377.674,2475.168,2369.137,3985280978,70740386166
sz399997,中证白酒,12006.53,-1.593,-0.013,12008.123,11939.359,12006.53,11876.566,133045083,11872865097
sz399998,中证煤炭,2521.702,6.303,0.251,2515.399,2500.267,2536.822,2482.974,1030339377,9546955269
sz980015,疫苗生科,7790.562,129.215,1.687,7661.347,7626.152,7790.562,7613.167,483374359,16149396227
sz980016,公卫健康,6320.832,65.456,1.046,6255.376,6233.288,6320.832,6223.265,638177016,19280747618
sz980028,龙头家电,10229.489,150.651,1.495,10078.838,10045.531,10229.489,10014.87,369332484,9563115371
sz980030,消费电子,4063.391,111.024,2.809,3952.367,3933.143,4063.391,3925.544,1746894804,26812058099
sz980032,新能电池,8252.068,154.986,1.914,8097.082,8069.983,8252.068,8051.769,587127407,19574714057
