代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
sh000001,上证指数,3046.0192,18.618,0.615,3027.4013,3026.1654,3049.194,3016.9032,319204392,370647474769
sh000002,Ａ股指数,3193.0917,19.49,0.614,3173.6017,3172.2986,3196.4298,3162.5529,318901246,370323426847
sh000003,Ｂ股指数,265.5658,1.368,0.518,264.1982,264.1974,265.5658,263.8423,242597,139366055
sh000004,工业指数,2735.3393,23.396,0.863,2711.9436,2712.9791,2739.0853,2704.075,198615980,269936292978
sh000005,商业指数,2356.5973,7.321,0.312,2349.2764,2346.2281,2361.1442,2336.945,23797774,21388973614
sh000006,地产指数,4482.8107,-17.79,-0.395,4500.6007,4499.9378,4513.0671,4449.7279,5070763,2869382369
sh000007,公用指数,4371.9295,37.406,0.863,4334.5234,4330.9798,4372.5625,4321.3311,33869178,19339675059
sh000008,综合指数,2661.6958,2.966,0.112,2658.7298,2653.7853,2665.0149,2645.3837,57850697,57113150749
sh000009,上证380,5158.5022,48.648,0.952,5109.8539,5112.153,5168.9623,5099.3049,51296901,68762119355
sh000010,上证180,7780.0545,25.794,0.333,7754.2605,7748.6851,7786.0522,7716.3535,83029098,129359605357
sh000011,基金指数,5985.1093,39.721,0.668,5945.3882,5951.2529,5995.0138,5934.1037,554043480,86295456736
sh000012,国债指数,209.7874,0.016,0.008,209.7709,209.7873,209.814,209.7348,40350627,40792687172
sh000015,红利指数,3196.5737,21.278,0.67,3175.2958,3172.4748,3196.6588,3157.9398,22388144,17879619070
sh000016,上证50,2426.1679,-0.805,-0.033,2426.9732,2423.135,2433.3334,2410.1477,34911257,57496304190
sh000017,新综指,2573.6776,15.728,0.615,2557.9499,2556.9032,2576.3691,2549.0616,309838454,357432860643
sh000018,180金融,4393.2672,-9.657,-0.219,4402.9241,4394.1153,4416.0272,4374.5237,19050093,17516702099
sh000019,治理指数,1028.1461,2.329,0.227,1025.8166,1024.7935,1028.7806,1020.5155,74089894,85384383993
sh000020,中型综指,1046.1628,14.894,1.444,1031.2693,1031.8333,1048.6979,1029.0168,55711262,81489366394
sh000021,180治理,906.983,0.85,0.094,906.1329,905.2394,907.9465,900.8284,52421697,64260348512
sh000022,沪公司债,237.0989,0.072,0.03,237.027,237.0505,237.0998,237.05,485381,393202084
sh000025,180基建,1812.9123,23.469,1.312,1789.4432,1787.7475,1814.4761,1785.443,18574994,13651995173
sh000026,180资源,3730.3455,26.08,0.704,3704.2652,3711.2877,3730.3455,3654.9962,12113668,17039233111
sh000027,180运输,736.6075,2.702,0.368,733.9054,733.3862,738.2018,729.2898,2840032,2723658915
sh000028,180成长,3078.2099,24.456,0.801,3053.7535,3053.1515,3081.7311,3039.7999,18004406,49578789733
sh000029,180价值,3673.813,8.234,0.225,3665.5788,3660.167,3676.4378,3645.8366,41412653,39074314818
sh000030,180R成长,1945.37,12.033,0.622,1933.3367,1933.0506,1947.9314,1923.4929,47329266,98529150163
sh000031,180R价值,2629.7718,6.811,0.26,2622.9613,2620.4341,2630.6932,2610.3419,70737512,88024675248
sh000032,上证能源,2264.8848,9.41,0.417,2255.4752,2254.5871,2266.8722,2218.514,15153046,15168201322
sh000033,上证材料,2166.5152,10.24,0.475,2156.2751,2162.1281,2168.3566,2144.2075,19994140,19935344941
sh000034,上证工业,2065.7785,18.602,0.909,2047.1761,2046.9723,2067.1212,2042.7464,24822166,27213530743
sh000035,上证可选,2545.0876,4.269,0.168,2540.819,2538.2482,2551.444,2527.4412,9424852,13801927057
sh000036,上证消费,11867.2868,-65.243,-0.547,11932.5301,11915.5487,11985.1902,11787.8021,2478814,10286871709
sh000037,上证医药,5788.522,8.646,0.15,5779.8756,5754.9441,5820.4893,5745.1087,4221651,14935594464
sh000038,上证金融,4315.7046,-9.417,-0.218,4325.1213,4317.0816,4338.8125,4296.9018,17485296,15353713076
sh000039,上证信息,2919.7904,57.739,2.017,2862.0513,2872.7948,2930.0348,2854.5704,11228891,37154568477
sh000040,上证电信,3344.8905,86.211,2.646,3258.6793,3253.4094,3348.8795,3253.4094,11096977,14193921878
sh000041,上证公用,2556.8067,31.873,1.262,2524.9341,2524.0144,2557.8575,2517.4591,13512664,9197947280
sh000042,上证央企,1525.0347,7.451,0.491,1517.584,1515.6979,1525.2764,1511.0496,40726265,39264355589
sh000043,超大盘,1896.2907,3.681,0.195,1892.6092,1888.768,1902.3227,1883.0683,18433571,32919333866
sh000044,上证中盘,3537.9979,30.855,0.88,3507.1431,3509.1453,3540.299,3498.6419,48117840,71863301167
sh000045,上证小盘,4398.2678,37.519,0.86,4360.7484,4362.5757,4407.491,4350.1225,70514316,71364068178
sh000046,上证中小,3945.3641,34.048,0.871,3911.3156,3913.2648,3950.3515,3901.9225,118632156,143227369345
sh000047,上证全指,3087.2607,14.57,0.474,3072.6908,3071.4193,3090.577,3059.7395,153543413,200723673535
sh000048,责任指数,1240.5162,-0.748,-0.06,1241.2647,1239.1571,1244.2661,1232.7341,26179214,34525990070
sh000049,上证民企,1469.3483,23.197,1.604,1446.1511,1449.2368,1471.8742,1447.0843,17410226,39768373277
sh000050,50等权,1866.0437,6.075,0.327,1859.9685,1857.9163,1867.6754,1849.4307,34911257,57496304190
sh000051,180等权,7295.2491,57.068,0.788,7238.1815,7239.5332,7301.567,7212.8208,83029098,129359605357
sh000052,50基本,2446.2585,1.928,0.079,2444.3301,2440.316,2450.9569,2428.5805,34911257,57496304190
sh000053,180基本,10204.0136,26.302,0.258,10177.7116,10167.3809,10211.3548,10127.9599,83029098,129359605357
sh000054,上证海外,1176.0766,1.726,0.147,1174.3505,1172.4817,1176.1618,1166.0362,36676870,43763346616
sh000055,上证地企,1265.857,-2.576,-0.203,1268.4333,1268.0204,1271.5928,1259.8736,17615780,28751142495
sh000056,上证国企,1091.2227,1.656,0.152,1089.5664,1088.6288,1091.8292,1083.77,58342045,68015498084
sh000057,全指成长,3227.0105,30.683,0.96,3196.3278,3197.2482,3231.0035,3184.626,33203125,68179204720
sh000058,全指价值,3942.1934,18.082,0.461,3924.1116,3921.3767,3942.6622,3907.5549,77061478,69103510848
sh000059,全R成长,2578.4494,15.589,0.608,2562.8606,2562.4719,2582.9115,2550.9533,90198073,149158293239
sh000060,全R价值,3564.8981,13.558,0.382,3551.3404,3549.2292,3567.1809,3537.2453,134056427,150082599367
sh000061,沪企债30,171.1418,0.013,0.007,171.1292,171.1418,171.1418,171.1418,0,0
sh000062,上证沪企,1626.6957,5.556,0.343,1621.1399,1621.3884,1628.5703,1615.6438,9140608,14842070579
sh000063,上证周期,2922.5865,-0.09,-0.003,2922.6764,2920.223,2928.426,2900.9676,34018959,34835799859
sh000064,非周期,2973.7135,18.506,0.626,2955.2077,2953.4567,2978.4926,2944.8742,41977398,85822693191
sh000065,上证龙头,2989.7593,17.515,0.589,2972.2441,2972.7897,2993.1761,2957.9316,51786010,76073757861
sh000066,上证商品,2591.5844,9.716,0.376,2581.8687,2586.576,2592.5626,2557.6621,28234041,29127839489
sh000067,上证新兴,5876.6521,83.343,1.439,5793.3095,5802.3066,5885.2952,5788.2729,21783931,51419825823
sh000068,上证资源,2871.8983,16.966,0.594,2854.9327,2861.1589,2871.9773,2820.947,25809935,28216915637
sh000069,消费80,4706.7533,-11.584,-0.246,4718.3378,4705.7832,4738.0441,4679.3293,10914136,32924382146
sh000070,能源等权,3206.9321,11.331,0.355,3195.601,3197.7553,3208.7581,3149.6091,15153046,15168201322
sh000071,材料等权,2877.8297,18.678,0.653,2859.1521,2863.9889,2879.4485,2844.9309,19994140,19935344941
sh000072,工业等权,2661.4159,30.836,1.172,2630.5799,2632.6657,2662.0482,2631.2963,24822166,27213530743
sh000073,可选等权,2790.3872,13.201,0.475,2777.1858,2775.0233,2798.7343,2763.1464,9424852,13801927057
sh000074,消费等权,7273.6026,-40.24,-0.55,7313.8423,7301.3569,7346.0218,7201.8363,2478814,10286871709
sh000075,医药等权,6902.9755,47.862,0.698,6855.1137,6847.9464,6933.4069,6847.4004,4221651,14935594464
sh000076,金融等权,4175.0791,-0.477,-0.011,4175.5565,4170.7957,4192.0491,4154.7077,16751568,14690310392
sh000077,信息等权,3510.9265,67.275,1.954,3443.6519,3454.7672,3524.1906,3434.4904,11228891,37154568477
sh000078,电信等权,2735.2214,73.143,2.748,2662.0787,2658.4544,2739.0949,2658.4544,11096977,14193921878
sh000079,公用等权,2406.1037,29.275,1.232,2376.8284,2377.3362,2406.9773,2371.2823,13512664,9197947280
sh000090,上证流通,1095.6402,6.571,0.603,1089.0695,1088.705,1097.0401,1084.3895,309838454,357432860643
sh000091,沪财中小,9810.6503,54.505,0.559,9756.145,9746.9908,9818.2965,9685.5665,23251391,26452577065
sh000092,资源50,3519.176,17.19,0.491,3501.986,3506.9077,3519.3502,3466.2849,25671418,30401492863
sh000093,180分层,10237.3988,91.759,0.904,10145.6401,10141.4759,10240.6768,10109.1604,83029098,129359605357
sh000094,上证上游,3107.6896,18.21,0.589,3089.4793,3097.7704,3107.6896,3050.5513,25634134,28016843351
sh000095,上证中游,2611.1203,37.256,1.447,2573.8639,2577.3166,2615.872,2575.8452,51803392,80950253973
sh000096,上证下游,4223.1919,0.479,0.011,4222.7124,4214.2771,4234.1057,4190.79,28619636,54124995245
sh000097,高端装备,7532.3378,130.723,1.766,7401.615,7417.6333,7544.1041,7415.2577,19530920,48874122000
sh000098,上证F200,4532.804,12.011,0.266,4520.7931,4517.6468,4534.9039,4500.4498,100762821,104608559130
sh000099,上证F300,7258.117,64.372,0.895,7193.7448,7193.0338,7269.6398,7171.1307,61813007,69095737690
sh000100,上证F500,5085.3287,18.155,0.358,5067.1738,5064.0925,5087.4147,5046.5743,162575828,173704296820
sh000101,5年信用,235.7598,0.075,0.032,235.6851,235.7056,235.7646,235.7056,135700,90373075
sh000102,沪投资品,5756.5032,48.546,0.85,5707.9577,5715.568,5757.8117,5685.2044,24815910,36778321583
sh000103,沪消费品,8319.2714,-13.387,-0.161,8332.6586,8310.1853,8373.1341,8259.0396,4940663,21763656714
sh000104,380能源,1906.4582,-9.344,-0.488,1915.8018,1916.9188,1917.606,1875.2654,5411828,6139185345
sh000105,380材料,3708.603,49.733,1.359,3658.8701,3663.8331,3712.3667,3657.7924,7400475,6694692388
sh000106,380工业,4523.6112,57.244,1.282,4466.3673,4466.431,4530.655,4459.5497,14219458,17085777320
sh000107,380可选,5133.777,30.018,0.588,5103.7588,5107.4433,5148.2213,5087.831,1834467,3886096279
sh000108,380消费,12169.1762,-20.112,-0.165,12189.2879,12164.6288,12264.6712,12043.7437,1234633,1722258333
sh000109,380医药,10271.454,73.225,0.718,10198.2288,10210.2746,10330.5659,10190.7575,2465041,5904886511
sh000110,380金融,3036.1305,6.065,0.2,3030.0654,3028.4787,3043.706,3017.9607,6119643,4334303766
sh000111,380信息,5940.4798,105.342,1.805,5835.1374,5842.1707,5964.9551,5809.6179,3998652,11341921488
sh000112,380电信,4642.0193,139.89,3.107,4502.1296,4506.7695,4654.9309,4504.1377,3683421,8240341937
sh000113,380公用,2622.173,23.238,0.894,2598.9354,2599.2497,2624.7131,2588.8741,3257521,2283504067
sh000114,持续产业,1316.3909,25.909,2.008,1290.4818,1292.4749,1318.4392,1292.4749,14586686,19914110643
sh000115,380等权,6752.2929,70.592,1.056,6681.7014,6686.017,6767.3147,6664.0903,51296901,68762119355
sh000116,信用100,187.28,0.335,0.179,186.9452,186.9601,187.3596,186.9577,261092,218537613
sh000117,380成长,3675.6061,38.828,1.068,3636.7778,3640.9916,3687.33,3626.32,12094226,23974355077
sh000118,380价值,8717.7389,60.318,0.697,8657.4211,8660.9032,8724.0577,8628.0032,25689763,21862643230
sh000119,380R成长,3401.652,40.054,1.192,3361.5976,3364.123,3412.2681,3354.8244,31438492,53204684410
sh000120,380R价值,7686.2281,58.822,0.771,7627.4062,7629.1026,7695.6566,7610.4756,45034029,51092972563
sh000121,医药主题,8336.0182,56.693,0.685,8279.325,8270.8324,8368.2671,8267.1437,4336421,15251400381
sh000122,农业主题,1527.6187,-0.316,-0.021,1527.9348,1526.982,1534.2804,1511.4002,4194099,3291948357
sh000123,180动态,4905.8181,43.066,0.886,4862.7525,4863.7259,4911.0644,4838.6896,37660493,66472442013
sh000125,180稳定,10272.5292,8.351,0.081,10264.1786,10252.5377,10289.701,10209.6945,45219278,63022869386
sh000126,消费50,8125.1239,-30.397,-0.373,8155.5208,8144.3114,8184.3513,8079.7138,7451544,20380173806
sh000128,380基本,7466.6923,51.564,0.695,7415.1281,7417.7475,7474.9426,7394.4443,51296901,68762119355
sh000129,180波动,13174.5514,23.911,0.182,13150.6401,13145.1836,13198.6925,13082.6838,51802716,57579521549
sh000130,380波动,11354.4892,53.778,0.476,11300.7108,11298.8133,11366.0896,11248.2811,20345509,13903867783
sh000131,上证高新,1800.1755,33.784,1.913,1766.3913,1768.3031,1805.0244,1763.548,6076675,20712605178
sh000132,上证100,5190.4627,54.552,1.062,5135.9102,5137.1493,5203.8387,5123.0332,9888736,16355935569
sh000133,上证150,4117.2998,72.268,1.787,4045.0318,4043.4892,4119.7389,4032.3843,12963696,15884798698
sh000134,上证银行,795.6595,-1.034,-0.13,796.6932,795.5751,799.5327,792.6269,16505405,10201878706
sh000135,180高贝,4408.3382,-3.949,-0.09,4412.2874,4409.4558,4426.1296,4367.9632,21398811,40210389353
sh000136,180低贝,11536.5434,156.397,1.374,11380.1464,11350.1085,11541.2626,11300.8077,31917761,39155762493
sh000137,380高贝,3700.5982,54.505,1.495,3646.0932,3646.8692,3712.0455,3644.1312,12505802,20237147720
sh000138,380低贝,6732.7299,62.425,0.936,6670.3046,6667.0623,6740.4389,6662.9565,16171556,13999101848
sh000139,上证转债,342.9079,0.513,0.15,342.3946,342.4049,342.9378,342.3021,13280608,17687749530
sh000141,380动态,2958.6153,38.814,1.329,2919.8012,2923.607,2966.1727,2919.1767,24750363,41123860826
sh000142,380稳定,8081.1907,51.947,0.647,8029.2435,8027.6499,8094.6626,8000.4172,26451935,27377935975
sh000145,优势资源,5350.0357,8.693,0.163,5341.343,5353.5472,5359.4722,5274.7302,20784153,23440429904
sh000146,优势制造,6352.106,91.42,1.46,6260.6862,6265.7631,6359.1333,6265.7631,14289380,25542092664
sh000147,优势消费,6955.6058,-0.049,-0.001,6955.6548,6946.9591,6998.5175,6902.6147,4498090,15980878851
sh000148,消费领先,7729.0361,14.104,0.183,7714.9322,7696.4138,7744.6268,7654.85,29249572,56045397630
sh000149,180红利,3508.6696,-7.635,-0.217,3516.305,3509.8758,3521.3281,3487.1833,22555793,22171946201
sh000150,380红利,12321.759,130.173,1.068,12191.5864,12188.8237,12330.5116,12143.253,8268971,7404844445
sh000151,上国红利,1644.336,7.811,0.477,1636.525,1635.1381,1644.5196,1622.7412,17473308,14138410132
sh000152,上央红利,2491.6013,-1.34,-0.054,2492.9416,2488.2555,2496.5979,2475.1219,23035711,17367931429
sh000153,上民红利,2934.4983,37.554,1.296,2896.9444,2895.6685,2938.7399,2895.6685,3708762,3210134603
sh000155,市值百强,2583.6386,9.443,0.367,2574.1959,2572.2942,2585.2385,2561.5489,64567772,103294168034
sh000158,上证环保,1312.785,35.459,2.776,1277.326,1281.3433,1313.8441,1281.3433,13038907,20021462456
sh000159,沪股通,2821.0789,16.281,0.58,2804.7975,2803.9517,2824.6589,2792.9025,246866020,302558525292
sh000160,沪新丝路,1779.0462,13.843,0.784,1765.2037,1764.6342,1780.3487,1757.8587,35016002,30621438233
sh000161,沪中国造,1464.6487,17.782,1.229,1446.867,1448.0019,1468.0248,1444.3609,24462605,45885726430
sh000162,沪互联+,2857.7419,35.655,1.263,2822.0864,2821.2076,2865.5204,2816.7156,18818535,42045700577
sh000170,50AH优选,4477.1651,16.936,0.38,4460.2292,4464.7391,4495.1419,4451.1361,28743577,39485025721
sh000300,沪深300,3544.9099,15.19,0.43,3529.7195,3529.5509,3548.5055,3511.577,125792664,225379101014
sh000682,科创信息,990.0196,12.128,1.24,977.8918,979.7351,993.8096,973.3313,3284810,17292797738
sh000683,科创生物,904.4101,2.398,0.266,902.0122,903.4399,910.2988,895.6198,1159625,4550490616
sh000687,科创高装,929.6811,14.565,1.592,915.1166,914.1801,933.6933,911.7642,2927516,7073526590
sh000688,科创50,803.2,8.962,1.128,794.2384,795.3215,805.5717,791.7342,20310428,57902911073
sh000689,科创材料,740.0023,10.338,1.417,729.664,730.5686,742.1564,727.6108,1901565,4443371962
sh000690,科创成长,838.7049,15.901,1.933,822.8035,825.6115,841.6099,825.5972,2694841,9527029634
sh000692,科创新能,1057.7842,32.242,3.144,1025.5424,1029.3687,1059.8804,1029.3687,2903998,6978768916
sh000693,科创机械,1002.6141,17.289,1.755,985.3254,982.4929,1005.3265,977.1541,2729676,5754399970
sh000695,科长三角,688.9993,13.336,1.974,675.6634,676.6943,690.6234,676.6943,2444574,11029819643
sh000697,科大湾区,908.3873,5.547,0.614,902.8405,901.4501,912.6722,896.4396,2684955,6776355297
sh000698,科创100,866.8666,15.222,1.787,851.6445,854.2586,870.8469,853.312,4299543,14256052060
sh000802,500沪市,5895.0404,56.435,0.967,5838.6057,5836.6438,5909.0079,5826.6079,55379699,59232349259
sh000819,有色金属,4831.4779,48.975,1.024,4782.5032,4803.0907,4831.4779,4746.8679,26506394,26670382857
sh000823,800有色,5510.4457,52.312,0.958,5458.1337,5482.5089,5510.4457,5412.0374,24013503,23579250020
sh000827,中证环保,1437.3054,24.597,1.741,1412.7088,1414.4184,1441.6967,1414.4184,25391545,44417564196
sh000847,腾讯济安,2793.9196,33.456,1.212,2760.4637,2755.017,2797.3588,2754.7922,31030412,40259343850
sh000849,300非银,7623.7697,-11.333,-0.148,7635.1027,7622.5366,7661.1035,7574.0691,8614807,11502899298
sh000851,百发100,12844.0478,138.325,1.089,12705.7229,12705.452,12859.2276,12678.8828,27202135,25673413588
sh000852,中证1000,5370.3719,67.095,1.265,5303.2766,5309.5935,5386.1757,5283.1463,139130895,147532325484
sh000853,CSSW丝路,1381.0913,10.781,0.787,1370.3103,1369.6804,1383.5852,1366.9449,13964217,45242679751
sh000854,500原料,3823.1625,33.474,0.883,3789.6881,3791.1192,3826.4872,3770.5202,26574089,22691924674
sh000855,央视500,1258.5354,5.957,0.476,1252.5788,1252.4971,1259.8314,1246.4707,170973981,290394773447
sh000856,500工业,5022.2195,65.904,1.33,4956.3151,4960.5307,5032.4572,4947.5445,22004181,26469800152
sh000857,500医药,10372.6368,90.54,0.881,10282.0968,10282.7418,10406.7942,10257.5469,4578691,9207124579
sh000858,500信息,5830.7573,197.857,3.513,5632.9008,5656.4856,5847.7959,5623.2977,13772254,31045514500
sh000860,结构调整,1107.4677,10.062,0.917,1097.4056,1097.2028,1108.5068,1093.008,45010267,59197514928
sh000865,上海国企,1158.4843,1.309,0.113,1157.1749,1156.1558,1159.4085,1150.4363,12934120,12211830975
sh000867,港中小企,1786.3932,30.287,1.725,1756.1063,1760.6953,1790.2094,1760.6953,12726423,6437124024
sh000869,HK银行,2597.9455,22.709,0.882,2575.2363,2584.8321,2609.1612,2583.629,11693548,5484927124
sh000891,新兴综指,1215.3473,17.209,1.436,1198.1387,1199.6561,1218.0492,1195.5175,290663924,436272482363
sh000901,小康指数,5368.9489,32.228,0.604,5336.7214,5336.8863,5370.0246,5316.3873,53177421,63438856786
sh000903,中证100,3358.8987,9.599,0.287,3349.3002,3347.8308,3363.1884,3328.3353,59308020,117620605707
sh000905,中证500,5349.595,72.296,1.37,5277.2988,5282.4077,5361.7104,5268.5296,121467978,144003562006
sh000906,中证800,3843.1992,25.668,0.672,3817.531,3818.3476,3848.2284,3801.3856,247260642,369382663020
sh000913,300医药,8192.4769,-31.683,-0.385,8224.1594,8196.2444,8280.7507,8147.8409,3998118,16351903868
sh000914,300金融,5015.9554,-10.702,-0.213,5026.6575,5018.9904,5042.5612,4993.5994,28434629,24978751441
sh000928,中证能源,3244.7858,11.186,0.346,3233.5997,3231.847,3247.438,3179.7296,13215557,14368098197
sh000932,中证消费,17040.8036,-97.999,-0.572,17138.8024,17113.5647,17205.8414,16931.1012,4389849,14983808816
sh000933,中证医药,8125.1624,6.569,0.081,8118.593,8101.3721,8180.4446,8064.2176,8576809,25559028459
sh000934,中证金融,4740.0641,-7.268,-0.153,4747.3321,4739.6713,4761.1792,4717.5445,44389729,35765127554
sh000935,中证信息,3723.2944,88.191,2.426,3635.1034,3649.9848,3733.5717,3631.3536,33538395,90286435641
sh000974,800金融,5229.634,-6.295,-0.12,5235.9287,5227.2984,5253.118,5205.7043,38746111,31101479661
sh000982,500等权,6632.6245,78.918,1.204,6553.7062,6557.1541,6647.0567,6537.9612,121467978,144003562006
sh000986,全指能源,2646.0584,10.146,0.385,2635.9123,2635.4411,2647.7806,2594.4211,19817886,18892124353
sh000987,全指材料,3124.9047,21.068,0.679,3103.8371,3109.4503,3126.9164,3088.8973,48108026,45704510044
sh000989,全指可选,4481.9961,9.889,0.221,4472.1073,4467.3456,4491.3019,4439.478,21953021,37272082398
sh000991,全指医药,8699.3828,12.514,0.144,8686.8687,8675.1878,8754.5155,8633.9348,10355186,29908184820
sh000992,全指金融,4533.3297,-5.869,-0.129,4539.1985,4532.3321,4551.8736,4510.3049,58397437,42032060193
sh000993,全指信息,4872.739,115.19,2.421,4757.5491,4775.9609,4886.8992,4751.3165,43973481,106501927933
sz399001,深证成指,9369.046,101.929,1.1,9267.117,9281.608,9386.746,9230.064,43568736085,489979325214
sz399002,深成指R,12081.432,131.439,1.1,11949.993,11968.681,12104.257,11902.214,13210682880,217580907827
sz399003,成份Ｂ指,7117.37,-1.038,-0.015,7118.408,7129.202,7136.224,7083.77,6491066,36407318
sz399004,深证100R,5671.938,33.343,0.591,5638.595,5643.182,5682.074,5603.767,3660388093,88968862929
sz399005,中小100,5768.786,77.636,1.364,5691.15,5697.284,5778.578,5678.459,3149784278,56274474800
sz399006,创业板指,1807.294,17.358,0.97,1789.936,1793.511,1813.099,1779.768,13711512013,207854018404
sz399007,深证300,3969.249,39.078,0.994,3930.171,3935.533,3976.3,3912.229,9192637340,172180438273
sz399008,中小300,1159.002,15.662,1.37,1143.34,1144.48,1161.118,1140.732,6938385563,96896728626
sz399009,深证200,3471.659,61.734,1.81,3409.925,3418.382,3477.94,3405.452,5532249247,83211575344
sz399010,深证700,5961.444,91.088,1.552,5870.356,5881.021,5975.873,5854.936,11748525796,128765637073
sz399011,深证1000,4521.745,52.008,1.164,4469.737,4476.449,4530.576,4452.042,20941163136,300946075346
sz399012,创业300,2620.616,33.751,1.305,2586.865,2593.379,2628.804,2576.736,4584160689,101010135901
sz399013,深市精选,4202.563,45.011,1.083,4157.552,4161.668,4208.771,4139.946,10856948310,167620165907
sz399015,中小创新,2005.403,28.842,1.459,1976.561,1978.96,2010.034,1968.951,7730480256,83365167519
sz399016,深证创新,3636.713,79.077,2.223,3557.636,3567.649,3645.486,3560.135,2869556311,79672136549
sz399017,SME创新,3111.626,69.236,2.276,3042.39,3048.006,3117.639,3044.899,2390057304,52847472989
sz399018,创业创新,3653.672,74.395,2.078,3579.277,3592.296,3666.288,3576.477,1236588581,43927936556
sz399019,创业200,2849.099,58.929,2.112,2790.17,2798.896,2857.054,2787.082,3252250801,43794879904
sz399020,创业小盘,1136.46,21.697,1.946,1114.763,1116.544,1138.62,1112.436,3046125523,37280915445
sz399030,碳科技30,2659.237,43.22,1.652,2616.017,2620.854,2664.674,2613.275,410047002,15463335449
sz399050,创新引擎,2217.387,21.473,0.978,2195.914,2198.016,2219.078,2183.638,1449594565,27161798420
sz399060,碳科技60,2285.73,15.745,0.694,2269.985,2270.469,2289.483,2256.566,1653434980,43418140324
sz399088,深创100,3031.525,30.418,1.014,3001.107,3006.012,3037.345,2986.719,3319286135,95435634620
sz399100,新指数,8070.382,87.501,1.096,7982.881,7989.89,8084.461,7947.713,42557212247,486957570406
sz399101,中小综指,9863.589,124.891,1.282,9738.698,9744.388,9880.247,9712.196,18204529601,172286852096
sz399102,创业板综,2296.643,29.686,1.31,2266.957,2270.249,2302.589,2256.898,13711512013,207854018404
sz399103,乐富指数,6268.672,57.743,0.93,6210.929,6222.592,6278.917,6204.859,21186992016,23103096555
sz399106,深证综指,1719.715,18.273,1.074,1701.442,1702.604,1722.799,1693.475,43568736085,489979325214
sz399107,深证Ａ指,1798.824,19.144,1.076,1779.68,1780.894,1802.061,1771.34,43555799660,489929297755
sz399108,深证Ｂ指,1069.308,0.121,0.011,1069.187,1070.394,1071.479,1064.642,12936425,50027459
sz399231,农林指数,1210.158,-13.482,-1.102,1223.64,1219.964,1224.517,1201.652,218318578,2307884827
sz399232,采矿指数,2511.567,4.366,0.174,2507.201,2512.72,2516.06,2474.15,559998947,5836936277
sz399233,制造指数,2203.483,28.514,1.311,2174.969,2177.987,2207.297,2167.588,27621914139,347803178017
